Country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32976,32976,32976,32976,32976,76944,117248,157552,238160,296784,395712,483648,564256,644864,784096,978288,1179808,1395984,1612160,1839328,2176416,2491520,2967840,3579728,4092688,4847472,5598592,6565888,7551504,8537120,9574032,10654912,11768768,12805680,14029456,15117664,16458688,17891312,19602400,21339136,23211440,25486784,27916016,30488144,32668224,34881280,37709888,40461552,43608928,46825920,50376336,54205216,57957152,61760384,66006960,70964352,75910752,81190576,86441088,91720912,97612624,103566624,109722144,116577488,123876176,133010528,142181520,150703984,159629488,169434352,179759504,189923440,201215888,213988592,227633328,240193520,253182400,265834192,279852656,295611520,310458048,325407168,341166032,347929776,355931952,363611696,374013792,380026416,389970512,402069040,416508864,429406144,441940688,459568192,475814368,495185936,514117824,533060704,551798400,571316528,593051376,615918400,640969168,669914768,696053744,725358416,743835968,758880352,771905872,787745344,800191952,804746304,822128320,847226720,878033632,904872432,933535904,966980896,1001510432,1034068736,1068572624,1107678496,1151063920,1189916976,1231998016,1274386413,1323556934,1372356439,1423629026,1478942084,1539310154,1601872365,1674389725,1743319463,1820925494,1907306627,1999593652,2084102608,2168806008,2256095819,2335918957,2416679427,2504920673,2590661482,2670138396,2755007463,2826721703,2896110784,2958368154,3016637130,3073945976,3136310706,3198321228,3258016805,3315442844,3370964666,3428471009,3486184502,3543631594,3601027308,3660872800,3720148927,3783342950,3841475660,3900192735,3956049709,4010774690,4066456980,4123098293,4180322647,4236765987,4290609298,4344282049,4397098526,4447821622,4494974861,4547902135,4596872092,4643275658,4688044655,4731270361,4774655918,4817223936,4858725461
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146560,351744,655856,1080880,1549872,2018864,2590448,3286608,3975440,4649616,5419056,6162848,7060528,8170720,9445792,10684224,11853040,13131776,14626688,16044656,17400336,18847616,20518400,22082928,23812336,25724944,27688848,29733360,31818176,34075200,36379856,38922672,41798912,45320016,48789824,51666064,55249456,59096656,63306592,67747360,72495904,77618176,83293712,88478272,93714128,99386000,105347328,111587120,118482768,126481280,134487120,142555248,150344912,158955312,167715936,176967536,185394736,194320240,202802400,208910288,214655440,219261088,226493824,230960240,237112096,244777184,252009920,259546768,267003008,275598752,284564560,294831088,304390464,314488448,324714672,334281376,343837088,353312192,363234304,373698688,384159408,396019776,404333392,410961568,416801984,422975824,427427584,429050736,434817872,444267328,454482560,463016016,473253232,485556944,496787104,507126912,519727408,533350160,550417072,568117856,584408000,601006066,620500929,640858208,664977910,694044607,722170318,752499252,783984851,816504292,852485619,890532580,930776902,972664840,1015580614,1061783046,1103209819,1142260910,1182697979,1223735696,1265905539,1305770003,1346260011,1385071729,1421656771,1461678831,1500806728,1540586727,1582832312,1623036452,1663697619,1703115236,1747277176,1793417340,1839432832,1883037512,1925716081,1969130142,2013228608,2056263623,2100875970,2145317680,2188929597,2234005394,2277463921,2322108023,2367336307,2413116145,2458481773,2501841600,2546548288,2590076356,2635121458,2676101148,2718352048,2761535958,2800773709,2839512256,2878717170,2918791195
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,14656,29312,40304,54960,84272,146560,208848,267472,289456,311440,366400,403040,421360,439680,461664,487312,512960,542272,956304,1337360,1813680,2326640,2905552,4550688,6554896,8537120,10706208,12932107,16150802,19211737,22411606,26017883,30379151,34051409,38962337,43565549,49519498,56752124,63402055,72276243,80032524,87917698,97572109,108743298,122480441,137112791,152294186,174778777,195505465,222040081,246404540,274179063,307028048,336417425,367490643,403433484,440112601,474383853,511429112,553629851,596190910,641412607,687602423,728802573,771124850,811555618,861302148,913073571,963555066,1011695758,1050134339,1103715711,1154100337,1203981165,1256821551,1322540031,1389417427,1450979644,1511696046,1567835396,1611625452,1647434427,1677546449,1706471690,1734471087,1762385573
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,54960,168544,249152,359072,534944,791424,1007600,1227440,1480256,1755056,2114128,2524496,3011808,3627360,4305200,5045328,5899040,6818704,7833632,9218624,11017648,13161088,16070304,19115088,21870416,25442816,29275360,33269120,37757520,42509728,47437808,51640416,55832032,60074944,63848864,67443248,71638528,75811824,80175648,84909536,90160048,96059088,103240528,111008208,118944432,125363760,131790416,136421712,138609120,141470704,145090736,149630432,154104176,157889088,162798848,169192528,175666816,182155760,189355520,197042592,205227968,214802000,225793355,237667259,250195711,264360515,279469116,296376295,314221101,333682691,355652606,379793222,406084220,434818244,466293603,502166098,542412488,581724260,625181154,681234868,742251183,813087347,888586558,971705922,1046272877,1121126886,1203594224,1287733770,1371651271,1465062237,1562185652,1674003537,1795695663,1917600955,2050605878,2193951576,2348787075,2510608674,2682720206,2863062137,3057366630,3255219793,3460442055,3677627781,3903838319,4139572106,4384078578,4642534191,4899642287,5164449755,5439986357,5699348306,5945804488,6213679908,6480615828,6736620011,6994924930,7257077088,7515964663,7779440605,8050965637
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007314,6138271,9367023,12755641,16389705,20254515,24354244,28683675,33210684,37864844,42711858,47809939,53222473,58919790,64860493,71030364,77518885,84255436,91219420,98420680,105679767,113222921,120623095,128163103,135810769,143526894,151848619,160192015,168886216,177818555,186562638,194759764,202663479,209958103,215119498,217466944,219909832,222732317,224881238,227375647,229891193,232123267,234408756,236281690,238343882,240891157,243312326,245946465,249150758,252036071,254470762,256988525,259308560,262214852,265651911,270712598,276172800,281751836,287463210
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765365,4226859,6391332,9574071,11877538,14159140,16945109,18952731,21150055,23212845,25086506,27193331,29341631,31537935,33884918,36222818,38500411,40867920,43139606,45301205,47518430,49867225,52142406,54688388,57063424,60559694,63951878,66774861,69256354,71714234,74285181,77324788,80811751,84497978,88729634,94089739,99968732,105679021,111616430,117310356,124150963,131957981,141196063,152108072,163349359,175802862,189407554,203638082
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,54960,76944,102592,128240,157552,194192,234496,282128,340752,399376,399376,432352,447008,447008,447008,476320,516624,578912,1535216,2627088,3905824,5550960,7602800,9977072,12596832,15520704,18539840,21861038,25570530,29711245,34738025,40299629,47769910,55210106,64675543,76825683,93901346,108441373,123793916,143015020,164820500,189240739,213451269,237822776,266538963,298603851,333550819,370137297,410093530,447910303,485545886,527663190,573218937,621449307,670672678,726978844,793181716,870965960,960356063,1058721657,1166798371,1289664316,1426508530,1584965599,1762230010,1945275945,2107827592,2281958609,2461222599,2653599878,2859375911,3081292353,3321534057,3565837997,3814457992,4063624102,4313215121,4577965420,4857393934,5133229900,5426894330,5723797325,6036983816,6357557824,6682391958,7013231542
Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161216,322432,498304,674176,853712,1036912,1238432,1465600,1700096,1945584,2238704,2678384,3147376,3659175,4176839,4729566
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,51296,95264,124576,157552,197856,238160,285792,333424,388384,454336,545936,633872,740128,872032,1003936,1183472,1381328,1575520,1817344,2092144,2407248,2812109,3223615,3613884,3925324,4247756,4709420,5064828,6446156,7239453,7944749,8761360,9383835,10077136,10734547,11580380,12503002,13463909,14485302,15457976,16506443,17537113,18606036,19610956,20785697,22050868,22929854,24219821,26070255,27401627,28560540,29883011,31687742,33431671,35153262,36653768,38170520,39693298,42434136,45033498,47541082,49833655,52069775,54289513,56929815,59681972,62673116
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,14656,21984,29312,36640,43968,51296,58624,65952,73280,84272,95264,106256,117248,128240,139232,150224,164880,179536,190528,216176,234496,256480,282128,304112,337088,366400,395712,432352,472656,512960,560592,604560,652192,699824,747456,795088,850048,919664,989280,1066224,1161488,1231104,1315376,1406976,1502240,1579184,1678112,1766048,1875968,1971232,2059168,2161760,2279008,2388928,2502512,2630752,2744336,2865248,2997152,3114400,3216992,3323248,3436832,3557744,3689692,3823152,3965652
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,91600,216176,414032,637536,926992,1260416,1674448,2202064,2971504,3620032,4488400,5488672,6470624,7679744,9335872,11281456,13241696,15341168,18572816,22167200,25812880,28886976,32140608,36207648,40985504,46074800,51816288,59063680,67402944,76856064,87591584,97491712,108157616,118431472,129203632,140224944,151161984,163165248,175806048,189557040,191909328,194422832,197218464,200153328,202989264,205711616,208591520,211156320,214633456,217725159,220303902,224901835,232133918,233441312,237232839,242423954,246475476,251109664,255146530,259047709,268038066,276134466,284369979,293759800,303801844,313415140,329325958,345485219,360797083,377504162,394423595,411665977,430071214,446346759,463851168,484574249,501929098,519418165,535251270,551356291,568338816,585307140,604411312,622332395,639718365,656687852,677217991,695550463,714609101,737085874,760851948,787132530,815671827,847570562,880910528,918970774,961531423,1006880624,1051133031,1095901990,1143714324,1190521282,1235831750,1282247280,1328390553,1374075573,1415099191,1455796378
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,40304,80608,80608,109920,131904,131904,131904,131904,131904,131904,131904,131904,131904,131904,131904,131904,150224,168544,186864,212512,241824,274800,307776,366400,501968,663184,714480,806080,901344,1033248,1161488,1308048,1436288,2656400,4034064,5477680,6855344,8262320,9859824,11420688,12996208,14443488,16031881,17755991,19520701,21314605,23258733,26012219,28472585,31354221,34437407,38029741,41881832,45620577,49828166,54559528,59382906,64774145,70315280,76156699,82905383,90383329,99133591,108598917,118399076,127891946,139141695,150630220,162501157,174493533,186156880,198533724,211674149,224841576,240204429,255096229,271450148,287226261,302778742,319359587,336125735,353934272,372054505,391724829,412270103,432828731,453754178,475680759,497949443,520551936,544236285,568569703,592891310,619993841,645518173,671824580,698690081,726582118,752986787,779894477,808028626
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150224,359072,586240,762112,1029584,1187136,1384992,1630480,1868640,2125120,2476864,2751664,3198672,3524768,3649344,3788576,3971776,4125664,4286880,4462752,4656944,4792512,5038000,5305472,5708512,6074912,6477952,6888320,7313344,7705392,8079120,8522464,8837568,9361520,10032032,11068944,12017920,13065824,14271280,15637952,17169504,18748688,20628320,22350400,24306976,26190272,28417984,30414864,32452048,34115504,35152416,35665376,36057424,36515424,37453408,38856720,39699440,40710704,42183632,44634848,47001792,50009936,53289216,56414608,59965024,63936800,67875600,71876688,76540960,82333744,88269424,94135488,98382064,103017024,107923120,113393472,119014048,123960448,130079328,137103216,144193056,151216944,158695168,166396896,174366096,183855856,194041776,204517152,217484048,230919936,244542688,258905568,274880608,290921600,308113403,324911940,342252778,363857324,386497266,412800228,440153183,471658944,505138056,541403541,580156237,622735465,670373632,724095483,783405513,844334197,909753585,983113066,1064233895,1140947908,1215985891,1291198305,1370384479,1456594746,1546407100,1641313343,1746975993,1862594227,1991036792,2115764753,2253335205,2399842404,2553380422,2712446269,2879748135,3043531307,3221841559,3417592262,3625615262,3833657566,4037606593,4263636436,4473165581,4690818493,4923781512,5165690733,5426588688,5708130407,6020992905,6331389600,6648160632,6967689032,7312434527,7666569292,8013350257,8370910218,8751768314,9154589098,9602486274
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13578842,27716191,42295291,57596433,74005887,91457307,109969676,129519455,149961499,170977767,192864874,215885784,240323968,266045218,292862379,320710965,349994557,380396263,411823002,444319542,477076269,511113862,544500818,578515043,613009457,647807464,685334432,722953565,762151391,802419175,841832240,878773207,914391735,947292151,975483831,1008926371,1042858578,1073462302,1104018192,1136043146,1173648171,1211113763,1249113524,1289003135,1333523267,1379970352,1428201904,1477574053,1533464184,1590129918,1640300666,1697409557,1759591822,1824124726,1890498848,1958527304,2033906302,2110469600,2183172085
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,58624,91600,131904,175872,223504,271136,326096,384720,450672,520288,593568,692496,795088,897680,1018592,1161488,1326368,1505904,1685440,1875968,2066496,2264352,2462208,2667392,2881595,3099955,3318276
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,14656,21984,29312,36640,43968,51296,58624,65952,73280,80608,87936,98928,109920,120912,131904,139232,150224,161216,172208,179536,186864,197856,208848,219840,231835,243968,256923
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106256,245488,388384,597232,817072,1080880,1344688,1623152,1916272,2329977,2751040,3157477,3585927,4018071,4508750,5134759,5867083,6676263,7657591,8833021,10275865,11714985,13095629,14274873,15468713,16600502,17588933,18393783,19091925,19764744,20391053,20918393,21463694,22078172,22659550,23277445,23979971,24748888,25612465,26413672,27169538,27945419,28728596,29504413,30208245,31138207,32174220,33254320,34488383,35767815,37162207,38630288,40138157,41685516,43366124,45470684,47939304,50754620,53806877,57053556,60818712,64886558,68747236,73392457,78380175,83704938,89276331,95059160
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259196536,529017008,807235379,1099196777,1412293257,1745254162,2098417232,2471328084,2861230105,3262060063,3679486138,4118506023,4584381460,5074543640,5585387757,6115657428,6673021608,7251803993,7850219369,8469167939,9093234885,9741834445,10377977853,11026149437,11683439031,12346506551,13061701934,13778633334,14525725832,15293265517,16044501812,16750334043,17382872801,17971935047,18482136420,18901404055,19291269845,19642679712,19982923509,20303990728,20596302009,20875839852,21177140585,21471340564,21776524009,22082779438,22396313137,22729077849,23065678945,23391411721,23668581623,23962100434,24269171598,24572876666,24868950727,25125534326,25349114024,25584270039,25796386297
